0.00000000,0.00000000
0.03906250,0.00000000
0.07812500,0.00000000
0.11718750,0.00000000
0.15625000,0.00000000
0.19531250,0.00000000
0.23437500,0.00000000
0.27343750,0.00010000
0.31250000,0.00450000
0.35156250,0.01560000
0.39062500,0.03380000
0.42968750,0.05930000
0.46875000,0.09250000
0.50781250,0.13380000
0.54687500,0.18359999
0.58593750,0.24210000
0.62500000,0.30970001
0.66406250,0.38690001
0.70312500,0.47400001
0.74218750,0.57130003
0.78125000,0.67930001
0.82031250,0.79839998
0.85937500,0.92890000
0.89843750,1.07000005
0.93750000,1.22440004
0.97656250,1.39429998
1.01562500,1.58029997
1.05468750,1.78160000
1.09375000,2.00149989
1.13281250,2.24250007
1.17187500,2.50880003
1.21093750,2.80990005
1.25000000,3.12870002
1.28906250,3.45079994
1.32812500,3.83310008
1.36718750,4.25930023
1.40625000,4.70790005
1.44531250,5.22090006
1.48437500,5.70440006
1.52343750,6.13850021
1.56250000,6.61679983
1.60156250,7.15549994
1.64062500,7.75390005
1.67968750,8.37189960
1.71875000,9.06550026
1.75781250,9.81960011
1.79687500,10.59150028
1.83593750,11.42109966
1.87500000,12.29170036
1.91406250,13.17099953
1.95312500,14.07820034
1.99218750,15.04619980
2.03125000,16.09560013
2.07031250,17.20919991
2.10937500,18.38050079
2.14843750,19.61059952
2.18750000,20.90290070
2.22656250,22.26140022
2.26562500,23.68300056
2.30468750,25.16550064
2.34375000,26.70639992
2.38281250,28.30699921
2.42187500,29.96570015
2.46093750,31.68390083
2.50000000,33.46640015
2.53906250,35.31779861
2.57812500,37.23939896
2.61718750,39.23329926
2.65625000,41.30400085
2.69531250,43.46269989
2.73437500,45.69200134
2.77343750,47.98709869
2.81250000,50.31829834
2.85156250,52.68289948
2.89062500,55.10219955
2.92968750,57.58110046
2.96875000,60.12429810
3.00781250,62.73649979
3.04687500,65.42259979
3.08593750,68.20089722
3.12500000,71.09269714
3.16406250,74.06439972
3.20312500,77.11509705
3.24218750,80.24379730
3.28125000,83.44960022
3.32031250,86.73169708
3.35937500,90.05960083
3.39843750,93.43470001
3.43750000,96.88780212
3.47656250,100.42400360
3.51562500,104.04699707
3.55468750,107.76200104
3.59375000,111.57299805
3.63281250,115.48600006
3.67187500,119.50499725
3.71093750,123.67900085
3.75000000,127.99600220
3.78906250,132.42599487
3.82812500,136.97000122
3.86718750,141.62699890
3.90625000,146.39700317
3.94531250,151.27999878
3.98437500,156.27400208
4.02343750,161.38099670
4.06250000,166.59899902
4.10156250,171.91000366
4.14062500,177.32400513
4.17968750,182.85499573
4.21875000,188.50500488
4.25781250,194.27600098
4.29687500,200.17100525
4.33593750,206.19200134
4.37500000,212.34399414
4.41406250,218.63000488
4.45312500,225.04600525
4.49218750,231.59500122
4.53125000,238.27900696
4.57031250,245.09800720
4.60937500,252.05400085
4.64843750,259.14999390
4.68750000,266.38699341
4.72656250,273.76699829
4.76562500,281.29000854
4.80468750,288.96099854
4.84375000,296.77899170
4.88281250,304.74700928
4.92187500,312.86700439
4.96093750,321.14001465
5.00000000,329.56900024
